👉公告,#genre#
11.18更新,https://vd3.bdstatic.com/mda-nei6h2zakda93kna/cae_h264/1652938749587773224/mda-nei6h2zakda93kna.mp4
👇QQ群:578408794,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgw4vG4gUozNe3-QM.mp4
加群获取密码,http://vdown2.kuwo.cn:80/resource//t1/36/3da993113f7444d19116c804ee6e9ba2.mp4
未成年禁止观看,https://txmov2.a.kwimgs.com/upic/2023/01/03/07/BMjAyMzAxMDMwNzQ3MTBfODgyMDEyODA4XzkyNjMyNDYyMDE1XzJfMw==_b_B76bd60fa8ab0807a3b66da4df7e23bbe.mp4




央视频道,#genre#
CCTV1综合,http://124.78.13.23:4022/udp/239.45.3.145:5140
CCTV2财经,http://124.78.13.23:4022/udp/239.45.1.109:5140
CCTV3综艺,http://124.78.13.23:4022/udp/239.45.1.68:5140
CCTV4中文国际,http://124.78.13.23:4022/udp/239.45.0.2:5140
CCTV5体育,http://124.78.13.23:4022/udp/239.45.1.69:5140
CCTV6电影,http://124.78.13.23:4022/udp/239.45.1.70:5140
CCTV7国防军事,http://124.78.13.23:4022/udp/239.45.3.56:5140
CCTV8电视剧,http://124.78.13.23:4022/udp/239.45.1.71:5140
CCTV9记录,http://124.78.13.23:4022/udp/239.45.3.4:5140
CCTV10科教,http://124.78.13.23:4022/udp/239.45.3.8:5140
CCTV11戏曲,http://124.78.13.23:4022/udp/239.45.1.196:5140
CCTV12社会与法,http://124.78.13.23:4022/udp/239.45.3.10:5140
CCTV13新闻,http://124.78.13.23:4022/udp/239.45.1.198:5140
CCTV14少儿,http://124.78.13.23:4022/udp/239.45.3.23:5140
CCTV15音乐,http://124.78.13.23:4022/udp/239.45.1.200:5140
CCTV-17农村农业,http://124.78.13.23:4022/udp/239.45.3.52:5140
CGTN,http://124.78.13.23:4022/udp/239.45.1.194:5140
动漫秀场,http://124.78.13.23:4022/udp/239.45.3.134:5140
生活时尚,http://124.78.13.23:4022/udp/239.45.3.132:5140
游戏风云,http://124.78.13.23:4022/udp/239.45.3.131:5140
MAX极速汽车,http://124.78.13.23:4022/udp/239.45.3.49:5140
教育台,http://124.78.13.23:4022/udp/239.45.3.122:5140
东方财经,http://124.78.13.23:4022/udp/239.45.1.119:5140
七彩戏剧,http://124.78.13.23:4022/udp/239.45.3.61:5140
法治天地,http://124.78.13.23:4022/udp/239.45.1.46:5140
浦东频道,http://124.78.13.23:4022/udp/239.45.3.248:5140
崇明电视,http://124.78.13.23:4022/udp/239.45.1.54:5140
嘉定频道,http://124.78.13.23:4022/udp/239.45.3.185:5140
金色频道,http://124.78.13.23:4022/udp/239.45.1.118:5140
健康人生,http://124.78.13.23:4022/udp/239.45.3.214:5140
百事通超级体育,http://124.78.13.23:4022/udp/239.45.3.139:5140
百事通4K,http://124.78.13.23:4022/udp/239.45.1.42:5140
